246,246
265.74,265.74
287.07,287.07
310.1,310.1
334.99,334.99
361.87,361.87
390.91,390.91
422.28,422.28
456.17,456.17
492.78,492.78
532.33,532.33
575.04,575.04
621.19,621.19
671.04,671.04
724.89,724.89
1473.63,1473.63
1356.22,1356.22
1238.81,1238.81
1121.39,1121.39
1001.99,1001.99
363,2194
,780
